event_id,timestamp,source_type,src_ip,dst_ip,protocol,url,url_length,url_has_ip,url_has_at_symbol,url_has_redirect,url_class,url_risk_score,file_type,file_size_kb,file_entropy,file_class,malware_risk_score,process_count,failed_logins,packets,bytes_in,bytes_out,network_activity,network_anomaly_score,unusual_login,large_outbound_transfer,attack_detected,possible_data_exfiltration,abnormal_activity,severity,incident_type,threat_tactic,human_approval_required,recommended_action
EVT-007918,2026-03-24 11:15:00,endpoint,10.0.14.100,172.16.194.81,UDP,https://example-safe.test/account,31,0,0,0,benign,0.057,dll,37985,6.939,malicious,0.964,52,4,3271,8995,34587,dos,0.841,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-007919,2026-03-24 11:30:00,endpoint,10.0.244.169,172.16.49.3,UDP,https://example-safe.test/verify,104,0,0,0,benign,0.028,doc,29230,5.19,benign,0.041,93,4,2170,57444,79611,ddos,0.932,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007920,2026-03-24 11:45:00,network,10.0.232.111,172.16.240.23,TCP,https://example-safe.test/download,89,1,0,0,benign,0.07,doc,44888,7.106,malicious,0.973,93,0,353,35208,42053,normal,0.033,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007921,2026-03-24 12:00:00,email,10.0.91.84,172.16.187.101,TCP,https://example-safe.test/login,50,0,0,1,phishing,0.874,none,16269,7.843,benign,0.051,84,1,265,29055,83011,normal,0.05,0,1,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-007922,2026-03-24 12:15:00,email,10.0.102.217,172.16.231.156,UDP,https://example-safe.test/account,44,0,0,1,malicious,0.962,exe,9687,3.736,malicious,0.975,81,1,2469,24107,67892,ddos,0.924,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-007923,2026-03-24 12:30:00,browser,10.0.240.240,172.16.109.105,DNS,https://example-safe.test/home,28,0,0,0,benign,0.038,exe,1731,2.701,suspicious,0.57,40,1,759,58766,23041,web_attack,0.794,0,0,1,0,1,medium,network_attack,Discovery,1,Increase monitoring
EVT-007924,2026-03-24 12:45:00,server,10.0.221.14,172.16.72.33,TCP,https://example-safe.test/login,114,0,1,0,benign,0.065,exe,1622,2.496,suspicious,0.556,33,1,4710,56989,75508,normal,0.107,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-007925,2026-03-24 13:00:00,endpoint,10.0.28.30,172.16.126.68,HTTPS,https://example-safe.test/verify,28,0,0,1,suspicious,0.535,dll,26933,5.659,benign,0.026,98,1,3752,54679,24130,data_exfiltration,0.96,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-007926,2026-03-24 13:15:00,endpoint,10.0.79.54,172.16.245.71,UDP,https://example-safe.test/account,119,0,0,0,benign,0.049,doc,3272,3.952,malicious,0.957,83,2,3214,85741,17065,normal,0.023,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007927,2026-03-24 13:30:00,endpoint,10.0.187.213,172.16.11.232,HTTP,https://example-safe.test/account,124,0,0,0,suspicious,0.55,zip,13867,4.307,benign,0.06,87,1,381,20575,28825,normal,0.055,0,0,1,0,0,medium,malicious_url,Discovery,1,Increase monitoring
EVT-007928,2026-03-24 13:45:00,browser,10.0.140.247,172.16.136.20,UDP,https://example-safe.test/update,35,0,0,0,suspicious,0.537,none,31374,2.933,benign,0.089,45,1,1204,6039,53044,normal,0.024,0,0,1,0,0,medium,malicious_url,Discovery,1,Increase monitoring
EVT-007929,2026-03-24 14:00:00,browser,10.0.114.120,172.16.62.171,HTTP,https://example-safe.test/verify,109,0,0,0,malicious,0.914,pdf,24335,2.514,benign,0.021,41,1,2064,74026,67350,data_exfiltration,0.973,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-007930,2026-03-24 14:15:00,browser,10.0.75.167,172.16.103.92,TCP,https://example-safe.test/home,122,0,0,0,benign,0.067,exe,13680,3.918,malicious,0.989,51,1,1319,84010,97308,normal,0.064,0,1,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007931,2026-03-24 14:30:00,endpoint,10.0.70.67,172.16.75.114,DNS,https://example-safe.test/update,107,1,0,0,malicious,0.959,pdf,29048,3.048,malicious,0.962,11,2,3799,89569,89125,port_scan,0.698,0,1,1,0,0,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007932,2026-03-24 14:45:00,email,10.0.233.15,172.16.121.214,HTTP,https://example-safe.test/home,111,1,0,1,malicious,0.951,exe,26699,2.402,suspicious,0.584,84,1,4709,99473,87772,normal,0.036,0,1,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007933,2026-03-24 15:00:00,endpoint,10.0.226.132,172.16.228.198,DNS,https://example-safe.test/account,126,1,0,0,phishing,0.879,js,6958,2.234,suspicious,0.61,81,3,3160,56498,60228,brute_force,0.759,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007934,2026-03-24 15:15:00,browser,10.0.98.102,172.16.7.138,HTTP,https://example-safe.test/download,91,0,0,0,benign,0.071,zip,11679,2.355,benign,0.049,57,3,3781,89230,47573,web_attack,0.844,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007935,2026-03-24 15:30:00,browser,10.0.172.167,172.16.168.4,DNS,https://example-safe.test/home,59,0,0,0,benign,0.104,exe,34445,6.322,malicious,0.967,13,3,3877,55196,9259,normal,0.018,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007936,2026-03-24 15:45:00,server,10.0.105.198,172.16.201.102,HTTP,https://example-safe.test/home,20,0,0,0,benign,0.007,dll,25970,5.665,malicious,0.994,34,2,2505,80270,17252,botnet,0.878,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-007937,2026-03-24 16:00:00,network,10.0.86.37,172.16.241.19,UDP,https://example-safe.test/download,49,0,0,0,phishing,0.891,dll,4535,6.156,suspicious,0.585,60,1,4903,33582,1354,infiltration,0.939,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-007938,2026-03-24 16:15:00,server,10.0.186.160,172.16.110.225,UDP,https://example-safe.test/update,53,0,0,1,phishing,0.868,none,29277,6.897,benign,0.049,61,0,1475,88241,75929,normal,0.032,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-007939,2026-03-24 16:30:00,server,10.0.123.156,172.16.166.22,TCP,https://example-safe.test/home,27,0,0,1,benign,0.086,pdf,4104,5.731,malicious,0.917,13,2,3841,6757,83708,botnet,0.9,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-007940,2026-03-24 16:45:00,endpoint,10.0.218.132,172.16.103.129,UDP,https://example-safe.test/download,102,0,0,1,phishing,0.847,js,39276,4.876,malicious,0.922,81,4,4344,71683,51506,normal,0.074,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007941,2026-03-24 17:00:00,network,10.0.10.27,172.16.113.181,HTTPS,https://example-safe.test/verify,72,0,0,0,benign,0.052,none,28020,6.903,suspicious,0.598,34,3,4950,78595,87227,normal,0.054,0,1,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-007942,2026-03-24 17:15:00,network,10.0.84.164,172.16.149.241,TCP,https://example-safe.test/update,88,0,0,0,phishing,0.876,js,27681,5.757,benign,0.02,56,0,76,43729,99189,dos,0.878,0,1,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-007943,2026-03-24 17:30:00,endpoint,10.0.5.209,172.16.135.238,UDP,https://example-safe.test/login,42,0,0,0,suspicious,0.522,pdf,16698,6.202,suspicious,0.631,91,2,1633,59301,41458,ddos,1.0,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007944,2026-03-24 17:45:00,email,10.0.178.160,172.16.7.214,UDP,https://example-safe.test/login,79,0,0,0,benign,0.034,js,48707,4.598,suspicious,0.62,5,4,446,5788,53642,normal,0.042,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-007945,2026-03-24 18:00:00,endpoint,10.0.99.151,172.16.77.23,HTTPS,https://example-safe.test/verify,51,0,1,0,benign,0.042,pdf,22373,4.701,benign,0.051,107,2,455,18685,98944,normal,0.058,0,1,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007946,2026-03-24 18:15:00,email,10.0.205.189,172.16.188.214,DNS,https://example-safe.test/home,42,0,0,0,benign,0.054,doc,21286,4.685,benign,0.037,92,2,2877,19958,47292,infiltration,0.861,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-007947,2026-03-24 18:30:00,email,10.0.129.31,172.16.90.18,UDP,https://example-safe.test/login,90,0,0,0,phishing,0.82,js,25905,3.716,benign,0.014,103,1,4833,9682,12070,ddos,0.955,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-007948,2026-03-24 18:45:00,network,10.0.19.215,172.16.117.71,HTTP,https://example-safe.test/verify,25,0,0,0,malicious,0.953,zip,28722,5.708,suspicious,0.525,106,3,1476,29705,16732,normal,0.028,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007949,2026-03-24 19:00:00,endpoint,10.0.54.128,172.16.66.53,DNS,https://example-safe.test/login,70,1,0,0,suspicious,0.569,zip,13015,4.64,benign,0.019,76,1,3017,62182,34379,port_scan,0.685,0,0,1,0,0,medium,network_attack,Credential Access,1,Increase monitoring
EVT-007950,2026-03-24 19:15:00,endpoint,10.0.162.132,172.16.147.192,HTTP,https://example-safe.test/home,116,0,0,0,benign,0.083,dll,36646,2.284,benign,0.049,25,3,2425,86353,33627,normal,0.019,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007951,2026-03-24 19:30:00,network,10.0.176.48,172.16.142.25,DNS,https://example-safe.test/update,125,0,1,0,suspicious,0.558,dll,35488,6.198,malicious,0.931,73,2,960,25770,15832,normal,0.0,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007952,2026-03-24 19:45:00,server,10.0.49.188,172.16.250.33,HTTP,https://example-safe.test/download,109,0,0,0,benign,0.064,js,27250,5.019,suspicious,0.636,52,1,1354,61401,94501,brute_force,0.775,0,1,1,1,1,critical,possible_data_exfiltration,Credential Access,1,Isolate endpoint and investigate transfer
EVT-007953,2026-03-24 20:00:00,endpoint,10.0.117.172,172.16.176.39,UDP,https://example-safe.test/verify,27,0,0,0,phishing,0.848,pdf,18281,3.137,benign,0.043,86,1,4009,12160,65955,port_scan,0.701,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007954,2026-03-24 20:15:00,browser,10.0.162.222,172.16.122.112,HTTP,https://example-safe.test/update,95,0,0,0,benign,0.042,doc,44780,2.342,benign,0.057,6,3,2803,75897,33360,normal,0.043,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007955,2026-03-24 20:30:00,browser,10.0.56.74,172.16.212.108,UDP,https://example-safe.test/login,110,0,0,0,suspicious,0.519,pdf,23882,3.15,malicious,0.995,5,1,188,25513,73222,botnet,0.9,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-007956,2026-03-24 20:45:00,endpoint,10.0.6.76,172.16.133.113,HTTPS,https://example-safe.test/home,18,0,0,1,phishing,0.875,doc,15348,5.064,malicious,0.935,96,0,4555,17666,63541,normal,0.081,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007957,2026-03-24 21:00:00,email,10.0.204.113,172.16.149.59,HTTP,https://example-safe.test/update,75,0,0,1,phishing,0.937,zip,44420,2.391,benign,0.033,101,3,3425,88255,81222,brute_force,0.846,0,1,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-007958,2026-03-24 21:15:00,network,10.0.126.210,172.16.120.77,TCP,https://example-safe.test/login,36,0,0,0,malicious,0.997,js,39638,5.695,malicious,0.975,90,2,4244,35589,22207,normal,0.048,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007959,2026-03-24 21:30:00,email,10.0.36.163,172.16.14.191,TCP,https://example-safe.test/home,95,0,0,0,benign,0.07,js,38224,3.631,benign,0.001,58,4,4398,60167,40030,port_scan,0.766,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-007960,2026-03-24 21:45:00,browser,10.0.25.177,172.16.54.253,HTTP,https://example-safe.test/home,37,0,0,0,benign,0.058,doc,22257,7.789,malicious,0.969,103,2,1595,91499,74533,normal,0.045,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007961,2026-03-24 22:00:00,browser,10.0.55.169,172.16.208.173,UDP,https://example-safe.test/home,119,0,0,0,suspicious,0.544,zip,11910,6.736,benign,0.07,89,2,674,20963,62404,dos,0.941,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007962,2026-03-24 22:15:00,network,10.0.57.150,172.16.242.178,DNS,https://example-safe.test/home,65,0,0,0,benign,0.066,doc,22103,2.667,benign,0.055,111,0,1339,38696,47876,port_scan,0.694,0,0,1,0,0,medium,network_attack,Credential Access,1,Increase monitoring
EVT-007963,2026-03-24 22:30:00,browser,10.0.222.172,172.16.251.169,HTTPS,https://example-safe.test/verify,117,0,0,0,benign,0.035,pdf,28259,6.282,benign,0.047,109,3,2915,40199,74291,normal,0.039,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007964,2026-03-24 22:45:00,server,10.0.157.71,172.16.92.127,HTTP,https://example-safe.test/update,122,0,0,0,phishing,0.934,none,39164,6.989,benign,0.004,42,0,483,14930,12532,normal,0.006,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-007965,2026-03-24 23:00:00,browser,10.0.48.104,172.16.129.252,HTTPS,https://example-safe.test/download,89,0,0,1,phishing,0.901,zip,48742,7.205,suspicious,0.597,88,2,4389,33691,50553,port_scan,0.674,0,0,1,0,0,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007966,2026-03-24 23:15:00,email,10.0.3.85,172.16.130.72,UDP,https://example-safe.test/verify,75,0,0,0,benign,0.074,dll,31231,5.28,malicious,0.927,61,1,113,86310,73464,normal,0.031,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007967,2026-03-24 23:30:00,email,10.0.173.20,172.16.141.230,TCP,https://example-safe.test/login,55,0,0,0,benign,0.038,zip,16340,7.175,malicious,0.958,34,1,2953,58323,44086,brute_force,0.837,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-007968,2026-03-24 23:45:00,server,10.0.73.233,172.16.147.51,UDP,https://example-safe.test/verify,59,0,0,0,benign,0.038,none,43280,6.581,benign,0.041,50,2,1137,53203,51980,normal,0.052,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007969,2026-03-25 00:00:00,email,10.0.164.60,172.16.126.251,UDP,https://example-safe.test/verify,105,0,0,0,benign,0.032,zip,20120,5.397,benign,0.021,16,2,495,86774,27084,dos,0.834,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007970,2026-03-25 00:15:00,email,10.0.78.18,172.16.249.2,HTTP,https://example-safe.test/login,24,1,0,0,suspicious,0.519,none,35264,4.533,benign,0.073,19,1,1334,83231,69316,data_exfiltration,1.0,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-007971,2026-03-25 00:30:00,email,10.0.97.243,172.16.223.10,HTTPS,https://example-safe.test/download,124,1,0,0,suspicious,0.585,doc,33613,2.013,benign,0.005,19,1,2919,65866,39522,brute_force,0.814,0,0,1,0,1,high,network_attack,Credential Access,1,Block suspicious indicator for analyst review
EVT-007972,2026-03-25 00:45:00,endpoint,10.0.66.229,172.16.197.215,DNS,https://example-safe.test/verify,86,0,0,0,phishing,0.897,js,20748,5.688,suspicious,0.661,58,0,357,64325,65874,botnet,0.936,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-007973,2026-03-25 01:00:00,server,10.0.31.214,172.16.118.30,HTTPS,https://example-safe.test/home,95,0,0,0,benign,0.04,pdf,20234,3.47,benign,0.058,2,1,2797,59121,21352,botnet,0.869,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007974,2026-03-25 01:15:00,server,10.0.238.9,172.16.224.65,DNS,https://example-safe.test/verify,90,0,0,0,suspicious,0.535,doc,7870,3.365,malicious,0.981,11,3,4061,16817,66264,infiltration,0.927,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-007975,2026-03-25 01:30:00,browser,10.0.148.148,172.16.109.44,TCP,https://example-safe.test/login,37,0,0,1,phishing,0.917,pdf,23952,2.855,suspicious,0.602,67,3,1944,89917,26625,normal,0.055,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007976,2026-03-25 01:45:00,server,10.0.47.244,172.16.42.3,HTTPS,https://example-safe.test/download,69,0,0,0,benign,0.063,dll,16945,6.101,benign,-0.0,7,2,464,65853,29771,web_attack,0.875,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007977,2026-03-25 02:00:00,network,10.0.1.222,172.16.111.158,DNS,https://example-safe.test/verify,43,0,0,0,suspicious,0.539,zip,21732,6.073,suspicious,0.583,56,1,2000,39400,28639,infiltration,0.89,0,0,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-007978,2026-03-25 02:15:00,server,10.0.83.100,172.16.165.28,HTTPS,https://example-safe.test/verify,106,0,0,0,malicious,0.989,exe,25740,4.504,benign,0.031,112,1,3893,80869,34852,normal,0.0,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-007979,2026-03-25 02:30:00,network,10.0.142.129,172.16.51.115,UDP,https://example-safe.test/login,101,0,0,0,malicious,1.0,dll,10309,4.811,benign,0.035,116,4,595,72677,51583,normal,0.077,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-007980,2026-03-25 02:45:00,email,10.0.197.10,172.16.213.125,TCP,https://example-safe.test/account,73,0,0,0,malicious,0.946,doc,5788,6.563,malicious,0.941,76,3,94,79186,39695,data_exfiltration,1.0,0,0,1,1,1,critical,possible_data_exfiltration,Initial Access,1,Isolate endpoint and investigate transfer
EVT-007981,2026-03-25 03:00:00,network,10.0.201.177,172.16.13.40,HTTPS,https://example-safe.test/account,87,0,0,0,benign,0.04,dll,24387,2.922,benign,0.08,116,5,2961,62418,67355,dos,0.929,0,0,1,0,1,high,network_attack,Discovery,1,Block suspicious indicator for analyst review
EVT-007982,2026-03-25 03:15:00,endpoint,10.0.142.188,172.16.154.104,UDP,https://example-safe.test/update,88,0,0,0,benign,0.044,doc,2831,3.379,benign,0.015,20,3,2847,7217,6798,normal,0.058,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007983,2026-03-25 03:30:00,email,10.0.231.210,172.16.158.152,UDP,https://example-safe.test/verify,117,0,0,0,phishing,0.887,js,39810,7.654,malicious,0.952,80,3,1261,79027,2716,botnet,0.879,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-007984,2026-03-25 03:45:00,network,10.0.42.124,172.16.38.105,TCP,https://example-safe.test/update,79,1,0,0,benign,0.049,js,48234,7.992,benign,0.015,31,3,3518,17388,17314,normal,0.008,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007985,2026-03-25 04:00:00,email,10.0.187.25,172.16.110.197,HTTPS,https://example-safe.test/home,79,0,0,0,benign,0.014,zip,44885,5.074,malicious,0.955,114,1,2261,86368,20760,normal,0.048,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-007986,2026-03-25 04:15:00,endpoint,10.0.164.95,172.16.16.110,HTTP,https://example-safe.test/verify,53,0,0,0,malicious,0.937,pdf,46599,4.774,benign,0.0,63,4,4383,38482,24640,brute_force,0.772,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007987,2026-03-25 04:30:00,email,10.0.238.35,172.16.234.55,HTTP,https://example-safe.test/update,37,0,0,0,malicious,0.963,exe,14012,2.494,benign,0.027,62,0,3777,42918,69993,brute_force,0.838,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-007988,2026-03-25 04:45:00,email,10.0.252.253,172.16.177.127,HTTP,https://example-safe.test/account,127,0,0,0,phishing,0.918,doc,3671,6.03,malicious,0.986,27,2,1958,35710,76561,web_attack,0.799,0,0,1,0,1,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007989,2026-03-25 05:00:00,server,10.0.219.247,172.16.80.52,UDP,https://example-safe.test/verify,35,0,0,0,malicious,0.965,doc,2947,4.81,malicious,0.962,19,2,1268,1675,6522,port_scan,0.695,0,0,1,0,0,medium,network_attack,Initial Access,1,Increase monitoring
EVT-007990,2026-03-25 05:15:00,browser,10.0.214.139,172.16.49.192,HTTPS,https://example-safe.test/home,89,0,0,0,malicious,0.983,js,5338,5.23,benign,0.002,20,2,1369,4020,53089,botnet,0.911,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-007991,2026-03-25 05:30:00,network,10.0.10.8,172.16.48.74,DNS,https://example-safe.test/download,44,0,0,1,phishing,0.889,zip,18973,7.592,benign,0.046,85,0,2558,56895,43581,normal,0.069,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-007992,2026-03-25 05:45:00,browser,10.0.105.220,172.16.82.38,HTTPS,https://example-safe.test/verify,22,0,0,0,benign,0.046,dll,33139,7.523,malicious,0.972,53,2,60,6135,47515,brute_force,0.773,0,0,1,0,1,medium,network_attack,Execution,1,Increase monitoring
EVT-007993,2026-03-25 06:00:00,endpoint,10.0.151.134,172.16.17.41,TCP,https://example-safe.test/login,112,0,0,0,benign,0.028,zip,5039,7.505,benign,0.047,17,1,1075,43118,46758,normal,0.0,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-007994,2026-03-25 06:15:00,endpoint,10.0.206.124,172.16.54.40,DNS,https://example-safe.test/home,63,0,0,0,benign,0.059,none,12966,2.591,suspicious,0.608,86,2,1177,41349,85275,normal,0.05,0,1,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-007995,2026-03-25 06:30:00,email,10.0.216.64,172.16.31.90,TCP,https://example-safe.test/verify,58,0,0,1,benign,0.081,none,6968,4.303,malicious,0.998,78,0,1866,62556,79635,web_attack,0.823,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-007996,2026-03-25 06:45:00,browser,10.0.201.46,172.16.154.232,HTTPS,https://example-safe.test/account,102,0,0,0,benign,0.018,doc,24131,5.984,suspicious,0.629,97,2,441,66320,60695,normal,0.07,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-007997,2026-03-25 07:00:00,network,10.0.104.38,172.16.76.146,TCP,https://example-safe.test/update,69,0,0,0,benign,0.064,js,29452,2.828,malicious,0.941,74,3,1382,33888,83744,botnet,0.886,0,1,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-007998,2026-03-25 07:15:00,network,10.0.248.153,172.16.226.35,UDP,https://example-safe.test/verify,20,0,0,1,phishing,0.866,zip,15528,7.642,malicious,0.945,44,3,4575,8825,22083,normal,0.052,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-007999,2026-03-25 07:30:00,email,10.0.230.222,172.16.123.120,HTTP,https://example-safe.test/update,75,0,0,0,suspicious,0.559,none,245,5.456,suspicious,0.579,105,1,4098,58167,61080,normal,0.056,0,0,1,0,0,medium,malware_activity,Discovery,1,Increase monitoring
EVT-008000,2026-03-25 07:45:00,network,10.0.86.2,172.16.203.56,HTTPS,https://example-safe.test/account,107,0,0,0,benign,0.031,dll,19532,5.58,malicious,0.964,102,0,846,52603,57633,normal,0.055,0,0,1,0,0,medium,malware_activity,Execution,1,Increase monitoring
EVT-008001,2026-03-25 08:00:00,server,10.0.217.24,172.16.117.30,DNS,https://example-safe.test/login,98,0,0,0,malicious,0.964,none,1081,2.761,suspicious,0.616,84,3,3110,18709,35386,ddos,0.933,0,0,1,0,1,high,network_attack,Initial Access,1,Block suspicious indicator for analyst review
EVT-008002,2026-03-25 08:15:00,browser,10.0.101.250,172.16.173.242,DNS,https://example-safe.test/download,111,0,0,0,phishing,0.856,js,6034,2.106,benign,0.004,42,0,560,86319,49594,normal,0.062,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-008003,2026-03-25 08:30:00,endpoint,10.0.67.249,172.16.75.238,TCP,https://example-safe.test/account,104,0,0,0,benign,0.074,js,40023,5.86,benign,0.046,60,1,919,41269,80784,dos,0.908,0,1,1,1,1,critical,possible_data_exfiltration,Exfiltration,1,Isolate endpoint and investigate transfer
EVT-008004,2026-03-25 08:45:00,network,10.0.235.90,172.16.52.196,HTTP,https://example-safe.test/verify,42,0,0,0,suspicious,0.551,exe,3095,3.286,malicious,0.941,90,3,3342,72634,66996,ddos,0.935,0,0,1,0,1,high,network_attack,Execution,1,Block suspicious indicator for analyst review
EVT-008005,2026-03-25 09:00:00,network,10.0.94.93,172.16.55.228,HTTPS,https://example-safe.test/login,85,1,0,0,phishing,0.925,zip,39409,6.915,malicious,0.932,13,1,2895,6791,14354,normal,0.0,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-008006,2026-03-25 09:15:00,network,10.0.71.189,172.16.138.182,UDP,https://example-safe.test/home,58,0,0,0,benign,0.058,doc,19484,2.299,benign,0.043,110,4,3974,54740,79046,port_scan,0.71,0,0,1,0,1,medium,network_attack,Credential Access,1,Increase monitoring
EVT-008007,2026-03-25 09:30:00,email,10.0.137.173,172.16.251.34,TCP,https://example-safe.test/verify,92,0,0,0,malicious,0.935,zip,47130,3.031,benign,0.086,89,3,3658,17026,1642,normal,0.06,0,0,1,0,0,medium,malicious_url,Initial Access,1,Increase monitoring
EVT-008008,2026-03-25 09:45:00,endpoint,10.0.222.16,172.16.191.159,HTTPS,https://example-safe.test/update,79,0,0,0,benign,0.01,dll,17119,6.68,malicious,0.96,2,3,1326,21820,68366,data_exfiltration,0.989,0,0,1,1,1,critical,possible_data_exfiltration,Execution,1,Isolate endpoint and investigate transfer
EVT-008009,2026-03-25 10:00:00,browser,10.0.119.108,172.16.192.224,HTTPS,https://example-safe.test/update,58,0,1,0,phishing,0.916,doc,19614,2.087,suspicious,0.624,28,0,4210,47472,16058,normal,0.041,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
EVT-008010,2026-03-25 10:15:00,network,10.0.232.142,172.16.178.156,HTTP,https://example-safe.test/update,119,0,0,0,benign,0.035,zip,9128,3.449,benign,0.044,23,4,3766,76164,6545,normal,0.077,0,0,0,0,0,low,normal_activity,Discovery,1,No immediate action
EVT-008011,2026-03-25 10:30:00,server,10.0.154.174,172.16.107.37,DNS,https://example-safe.test/home,99,0,0,0,malicious,0.935,zip,39536,6.351,suspicious,0.596,23,1,4334,47319,33364,normal,0.076,0,0,1,0,0,medium,malware_activity,Initial Access,1,Increase monitoring
